,dog,cat,elephant,lion,tiger,dolphin,panda,giraffe,butterfly,squirrel
141,-11.5,-9.5,-8.0,-8.5,-8.0,-7.5,-5.5,-5.0,-8.5,-11.0
142,-11.5,-10.5,-8.5,-8.5,-8.0,-6.5,-5.0,-4.5,-8.5,-11.5
143,-8.5,-8.0,-7.0,-6.5,-8.0,-5.0,-4.5,-5.5,-7.0,-11.5
144,-9.5,-11.0,-9.0,-11.5,-8.5,-9.5,-7.0,-6.0,-8.0,-8.0
145,-11.0,-10.0,-8.0,-8.0,-7.0,-7.0,-5.5,-4.5,-8.0,-11.0
146,-10.5,-10.0,-8.0,-7.5,-7.5,-7.0,-5.5,-4.0,-7.5,-11.5
147,-11.0,-10.0,-10.5,-9.5,-8.0,-9.0,-7.0,-5.5,-7.0,-11.0
148,-10.5,-9.5,-7.5,-8.0,-7.0,-7.5,-6.0,-4.5,-8.0,-11.5
149,-12.5,-11.5,-9.0,-9.0,-8.0,-8.0,-6.0,-6.0,-9.5,-13.0
150,-10.0,-11.5,-9.0,-9.5,-7.0,-7.5,-5.5,-4.5,-7.5,-10.0
151,-11.5,-11.5,-9.0,-8.5,-7.0,-5.5,-5.0,-6.0,-8.0,-10.5
152,-10.5,-11.0,-8.5,-7.5,-6.0,-6.5,-5.0,-4.5,-7.5,-9.5
